Peak_ID;Gene_Name
chr11-86013054-86013546;HIKESHI
chr11-85756093-85756936;PICALM
chr11-85752593-85753495;PICALM
chr11-82996998-82997886;CCDC90B
chr11-82867267-82868163;PCF11
chr11-78251044-78251929;NARS2
chr11-77705315-77706151;INTS4
chr11-77705315-77706151;KCTD14
chr11-76885135-76886042;MYO7A
chr11-76857631-76858518;MYO7A
chr11-75547364-75548233;UVRAG
chr11-75525533-75526424;UVRAG
chr11-75265712-75266616;SERPINH1
chr11-73498312-73499198;MRPL48
chr11-73372104-73372986;PLEKHB1
chr11-73335191-73336061;FAM168A
chr11-73095372-73096209;RELT
chr11-73096485-73097370;RELT
chr11-73072741-73073635;RELT
chr11-73072741-73073635;ARHGEF17
chr11-73085043-73085921;ARHGEF17
chr11-72980889-72981657;P2RY6
chr11-72712098-72712992;FCHSD2
chr11-72635276-72636163;FCHSD2
chr11-72471018-72471916;STARD10
chr11-72451582-72452478;ARAP1
chr11-72290510-72291422;MIR139
chr11-71933979-71934859;INPPL1
chr11-71813299-71814215;TOMT
chr11-71813299-71814215;LAMTOR1
chr11-71638989-71639855;RNF121
chr11-4094313-4095200;STIM1
chr11-6667489-6668409;DCHS1
chr11-7592584-7593339;PPFIBP2
chr11-8333794-8334659;LMO1
chr11-9038451-9039160;SCUBE2
chr11-9699573-9700317;WEE1
chr11-9699573-9700317;SWAP70
chr11-10476764-10477604;AMPD3
chr11-10535779-10536689;RNF141
chr11-10544791-10545688;RNF141
chr11-10564534-10565401;RNF141
chr11-10668899-10669812;IRAG1
chr11-10792180-10793088;CTR9
chr11-10919991-10920849;EIF4G2
chr11-12023980-12024894;DKK3
chr11-13384770-13385583;BMAL1
chr11-14270891-14271767;SPON1
chr11-14380804-14381720;RRAS2
chr11-14540890-14541795;PSMA1
chr11-14542247-14542976;PSMA1
chr11-16759707-16760602;C11orf58
chr11-16807069-16807983;PLEKHA7
chr11-17098548-17099216;RPS13
chr11-17098548-17099216;SNORD14B
chr11-17098548-17099216;SNORD14
chr11-17229770-17230491;PIK3C2A
chr16-17590954-17591784;XYLT1
chr16-18801215-18802114;RPS15A
chr16-18969007-18969909;RNU6-817P
chr16-19513387-19514289;GDE1
chr16-20409673-20410602;PDILT
chr16-20941006-20941958;DNAH3
chr16-22205833-22206680;EEF2K
chr16-22206986-22207704;EEF2K
chr16-22217806-22218663;EEF2K
chr16-22330071-22330927;POLR3E
chr16-22381100-22382023;POLR3E
chr16-22381100-22382023;CDR2
chr16-23669862-23670755;DCTN5
chr16-23874334-23875263;PRKCB
chr16-25049036-25049795;LCMT1
chr16-25051532-25052456;LCMT1
chr16-25055347-25056259;LCMT1
chr16-25060687-25061596;LCMT1
chr16-25066534-25067391;LCMT1
chr16-25073568-25074450;LCMT1
chr16-25093124-25094010;LCMT1
chr16-25106640-25107490;LCMT1
chr16-25111200-25112112;LCMT1
chr16-25123094-25123996;LCMT1
chr16-27246894-27247771;NSMCE1
chr16-27378850-27379615;IL4R
chr16-27389950-27390795;IL4R
chr16-27417076-27417938;IL4R
chr16-27417076-27417938;IL21R
chr16-27410431-27411300;IL21R
chr16-27456823-27457737;IL21R
chr16-28223321-28224181;XPO6
chr16-28311707-28312590;XPO6
chr16-28311707-28312590;SBK1
chr16-28288660-28289364;SBK1
chr16-28321476-28322340;SBK1
chr16-28984565-28985474;SPNS1
chr16-28936220-28937123;RABEP2
chr16-28873291-28874152;SH2B1
chr16-30205652-30206439;SLX1A
chr16-30205652-30206439;SLX1B
chr16-30205652-30206439;BOLA2
chr16-30205652-30206439;BOLA2B
chr16-30086997-30087901;TBX6
chr16-30086997-30087901;PPP4C
chr16-30031951-30032833;C16orf92
chr16-29973263-29974180;TMEM219
chr16-29826824-29827727;PRRT2
chr16-29826824-29827727;PAGR1
chr16-29821056-29821729;PRRT2
chr16-29821056-29821729;MAZ
chr16-29756386-29757294;C16orf54
chr16-29711375-29712210;QPRT
chr16-29677214-29678056;QPRT
chr16-29677214-29678056;SPN
chr16-29673982-29674890;SPN
chr16-30382202-30383092;TBC1D10B
chr16-30407010-30407920;ZNF48
chr16-30758672-30759584;PHKG2
chr16-30797719-30798578;ZNF629
chr16-30934921-30935776;FBXL19
chr16-30953362-30954232;FBXL19
chr16-31128613-31129493;BCKDK
chr16-31128613-31129493;KAT8
chr10-124545623-124546336;FGFR2
chr10-131909020-131909948;C10orf143
chr10-131934648-131935538;GLRX3
chr11-207057-207953;ODF3
chr11-208475-209246;RIC8A
chr11-236189-237090;SIRT3
chr11-236189-237090;PSMD13
chr11-257017-257884;COX8C
chr11-320261-321196;IFITM3
chr11-320261-321196;IFITM1
chr11-320261-321196;IFITM2
chr11-414643-415528;SIGIRR
chr11-449820-450653;PTDSS2
chr11-504199-505035;PTDSS2
chr11-504199-505035;RNH1
chr11-506694-507551;RNH1
chr11-535190-536097;HRAS
chr11-535190-536097;LRRC56
chr11-536962-537877;LRRC56
chr11-560411-561313;RASSF7
chr11-575711-576589;PHRF1
chr11-615502-616408;IRF7
chr11-695014-695866;DEAF1
chr11-695014-695866;TMEM80
chr11-727718-728633;EPS8L2
chr11-746899-747781;TALDO1
chr11-777057-777971;GATD1
chr11-795857-796698;SLC25A22
chr11-797880-798689;SLC25A22
chr11-804859-805773;PIDD1
chr11-809252-810190;RPLP2
chr11-819336-819821;PNPLA2
chr11-832629-833462;CRACR2B
chr11-832629-833462;CD151
chr11-834591-835473;CD151
chr11-842203-843120;POLR2L
chr11-842203-843120;TSPAN4
chr11-843819-844433;TSPAN4
chr11-848029-848903;TSPAN4
chr11-910485-911387;CHID1
chr11-925389-926283;AP2A2
chr11-1330296-1331213;TOLLIP
chr11-1330296-1331213;MUC5B
chr11-1858086-1858895;SYT8
chr11-2186501-2187371;TH
chr11-2440496-2441396;TRPM5
chr11-3058847-3059588;CARS1
chr11-70270199-70271065;CTTN
chr7-92776900-92777762;SAMD9L
chr7-94064562-94065473;COL1A2
chr7-7221478-7222403;C1GALT1
chr7-7564189-7565045;COL28A1
chr7-7679629-7680565;UMAD1
chr7-7679629-7680565;RPA3
chr7-7989465-7990365;UMAD1
chr7-7996330-7997157;UMAD1
chr7-116228984-116229810;CAV1
chr7-116500399-116501219;CAPZA2
chr7-121006632-121007423;WNT16
chr7-121006632-121007423;FAM3C
chr7-127782541-127783439;SND1
chr7-128031775-128032665;IMPDH1
chr7-128422779-128423514;OPN1SW
chr7-128937467-128938379;AHCYL2
chr7-129256916-129257837;NRF1
chr7-129465663-129466556;UBE2H
chr7-129712049-129712937;ZC3HC1
chr7-129712049-129712937;KLHDC10
chr7-129845363-129846268;TMEM209
chr7-129845363-129846268;SSMEM1
chr7-129990635-129991525;CPA5
chr7-129990635-129991525;CPA4
chr7-131011717-131012600;MKLN1
chr7-134458721-134459533;CALD1
chr7-135167688-135168442;CNOT4
chr7-135661996-135662903;MTPN
chr7-139043979-139044792;LUC7L2
chr7-139045080-139045857;LUC7L2
chr7-139483391-139484188;TBXAS1
chr7-139643843-139644732;TBXAS1
chr7-140153480-140154350;MKRN1
chr7-140714348-140715254;MRPS33
chr7-141675559-141676366;TAS2R38
chr7-142420372-142421272;TRBV28
chr7-148581401-148582319;EZH2
chr7-148726132-148727026;PDIA4
chr7-149195240-149196139;ZNF746
chr7-150322894-150323807;GIMAP6
chr7-150365701-150366595;GIMAP1
chr7-24705069-24705906;PALS2
chr7-24910802-24911675;OSBPL3
chr7-27199908-27200508;HOXA7
chr7-27235120-27235991;HOXA13
chr7-29142212-29143068;CPVL
chr7-30787220-30788069;INMT
chr7-31688155-31689021;ITPRID1
chr7-55432896-55433757;LANCL2
chr1-68213593-68214518;GNG12
chr2-86849693-86850601;RMND5A
chr2-86849693-86850601;RNF103
chr2-86790654-86791467;CHMP3
chr2-86225461-86226232;POLR1A
chr2-86040727-86041605;ATOH8
chr2-85933717-85934578;SFTPB
chr2-85804323-85805163;VAMP8
chr2-85779380-85780231;GGCX
chr2-85765211-85766059;MAT2A
chr2-85647895-85648745;CAPG
chr2-85577271-85577998;RETSAT
chr2-85525489-85526226;TCF7L1
chr2-85413545-85414422;TCF7L1
chr2-84839873-84840717;DNAH6
chr2-84686577-84687468;SUCLG1
chr2-74989451-74990269;SEMA4F
chr2-74755991-74756896;HTRA2
chr2-74755991-74756896;AUP1
chr2-74405771-74406635;MOB1A
chr2-71453292-71454112;PAIP2B
chr2-72833038-72833918;EXOC6B
chr2-73963547-73964478;NAT8
chr2-73963547-73964478;NAT8B
chr2-73963547-73964478;TPRKB
chr2-70531409-70532316;FAM136A
chr2-70529418-70530316;FAM136A
chr2-70475079-70475938;TIA1
chr2-70103322-70104224;GMCL1
chr2-70103322-70104224;GMCL2
chr2-70043214-70044136;ANXA4
chr2-69685431-69686326;NFU1
chr2-69648002-69648850;NFU1
chr2-69452201-69453111;ANTXR1
chr2-68948431-68949308;ARHGAP25
chr2-68925070-68925968;ARHGAP25
chr2-68714673-68715522;APLF
chr3-128806720-128807271;RAB43
chr3-128879071-128879950;ISY1
chr3-129001727-129002358;HMCES
chr3-127770627-127771534;SEC61A1
chr3-126498507-126499387;CHCHD6
chr3-13024876-13025786;IQSEC1
chr3-13040112-13040983;IQSEC1
chr3-13113597-13114295;IQSEC1
chr3-13454832-13455693;NUP210
chr3-13461305-13462209;NUP210
chr3-14439208-14440086;SLC6A6
chr3-14508745-14509601;SLC6A6
chr3-14988808-14989694;FGD5
chr3-14988808-14989694;NR2C2
chr3-67048110-67049002;KBTBD8
chr3-69144643-69145500;ARL6IP5
chr3-71439799-71440651;FOXP1
chr3-71478339-71479253;FOXP1
chr3-71493207-71494065;FOXP1
chr3-72364936-72365773;RYBP
chr3-72495826-72496712;RYBP
chr12-42631290-42632195;RYBP
chr3-5053306-5053991;BHLHE40
chr3-9205523-9206388;SRGAP3
chr3-9404402-9405316;THUMPD3
chr3-9690970-9691801;MTMR14
chr3-11624016-11624806;VGLL4
chr3-11651673-11652582;VGLL4
chr3-12176780-12177662;SYN2
chr3-12676065-12676977;RAF1
chr3-12809932-12810825;TMEM40
chr3-129118560-129119441;SNORA7A
chr3-129118560-129119441;SNORA7B
chr3-129118560-129119441;RPL32
chr3-129315944-129316793;PLXND1
chr3-129343610-129344522;TMCC1
chr10-45469941-45470825;RASSF4
chr10-45469941-45470825;DEPP1
chr10-45408764-45409597;TMEM72
chr10-45403873-45404770;TMEM72
chr10-45395305-45396204;TMEM72
chr10-43600383-43601145;CSGALNACT2
chr10-43600383-43601145;RET
chr10-43574070-43574966;RET
chr10-43361934-43362855;BMS1
chr12-2783706-2784574;CACNA1C
chr12-1692711-1693624;WNT5B
chr12-1692711-1693624;FBXL14
chr12-1663034-1663687;WNT5B
chr12-1663034-1663687;FBXL14
chr12-725912-726825;NINJ2
chr12-719272-720106;NINJ2
chr12-674198-675100;NINJ2
chr22-17594434-17595316;IL17RA
chr22-17754060-17754933;CECR2
chr22-17771330-17772247;CECR2
chr22-17795609-17796462;CECR2
chr22-17980350-17981247;CECR2
chr12-9002338-9003162;PHC1
chr15-64447741-64448608;DPPA3
chr12-7959374-7960023;NANOGP8
chr12-7959374-7960023;NANOG
chr12-7047205-7048110;ATN1
chr12-6961091-6961983;CDCA3
chr12-6961091-6961983;USP5
chr12-6944452-6945083;P3H3
chr12-6894024-6894928;LAG3
chr12-6887177-6888094;LAG3
chr12-6782694-6783580;ZNF384
chr12-6771995-6772881;ZNF384
chr12-6771995-6772881;ING4
chr12-6643849-6644569;GAPDH
chr12-6602960-6603840;NCAPD2
chr12-6602960-6603840;MRPL51
chr12-6532240-6533084;TUBA3D
chr12-6394021-6394877;PLEKHG6
chr12-6387685-6388526;CD9
chr12-4530816-4531678;FGF6
chr12-3776914-3777787;CRACR2A
chr12-10102065-10102926;KLRC2
chr12-10102065-10102926;KLRC3
chr12-10102065-10102926;KLRC1
chr12-10102065-10102926;KLRC4
chr12-10186117-10186946;CLEC1B
chr12-10381831-10382626;GABARAPL1
chr12-11734358-11735208;ETV6
chr12-11788076-11788979;ETV6
chr12-12716824-12717726;DUSP16
chr12-12807942-12808802;CREBL2
chr12-12812866-12813764;GPR19
chr12-12992453-12993326;DDX47
chr12-13196187-13197106;FAM234B
chr17-78117210-78118139;EIF4A3
chr17-78117210-78118139;RNU2-8P
chr12-14927379-14928038;H2AJ
chr12-14980767-14981672;ART4
chr12-25005230-25006071;BCAT1
chr12-26271586-26272427;BHLHE41
chr12-26277678-26278582;BHLHE41
chr12-26853480-26854355;ITPR2
chr12-27009682-27010581;INTS13
chr12-27437638-27438505;STK38L
chr12-27555044-27555880;BMAL2
chr12-27821926-27822838;PPFIBP1
chr12-31598807-31599711;DENND5B
chr12-31742637-31743550;DENND5B
chr11-102924736-102925645;DCUN1D5
chr11-102914420-102915279;DCUN1D5
chr11-96197570-96198473;JRKL
chr11-96126758-96127592;JRKL
chr11-96123010-96123813;JRKL
chr11-96123010-96123813;CCDC82
chr11-96092653-96093435;CCDC82
chr11-96076168-96076834;CCDC82
chr11-94883989-94884874;ENDOD1
chr11-94629693-94630647;CWC15
chr11-94634743-94635686;CWC15
chr11-94638513-94639390;CWC15
chr11-93234344-93235247;SMCO4
chr11-93221438-93222355;SMCO4
chr19-9846763-9847516;ZNF266
chr19-10111064-10111772;COL5A3
chr19-10112028-10112648;COL5A3
chr19-10230369-10230853;PPAN
chr19-10230369-10230853;EIF3G
chr19-10305250-10306159;DNMT1
chr19-10346321-10347205;S1PR2
chr19-10513919-10514782;CDC37
chr19-10653640-10654536;ATG4D
chr19-10712992-10713807;AP1M2
chr19-10828912-10829836;DNM2
chr19-11639314-11640185;ECSIT
chr7-36126246-36126756;EEPD1
chr11-134098326-134099213;VPS26B
chr11-133990806-133991716;JAM3
chr11-129327431-129328336;BARX2
chr11-128718555-128719469;KCNJ1
chr11-128595970-128596831;FLI1
chr11-128595970-128596831;RNU6-87P
chr11-128565644-128566552;FLI1
chr11-128565644-128566552;RNU6-87P
chr11-128563777-128564657;FLI1
chr11-128563777-128564657;RNU6-87P
chr11-128476482-128477367;FLI1
chr11-128422350-128423256;ETS1
chr11-126310183-126310941;KIRREL3
chr11-125495860-125496657;CHEK1
chr1-93111437-93112250;SLC37A2
chr1-93111437-93112250;CCDC15
chr11-124762915-124763772;ROBO4
chr11-124762915-124763772;HEPACAM
chr11-124670500-124671402;MSANTD2
chr11-124668850-124669748;MSANTD2
chr11-124514435-124515291;SIAE
chr11-123301358-123302193;GRAMD1B
chr11-123261224-123262122;GRAMD1B
chr11-122981464-122982300;CLMP
chr11-122892899-122893789;HSPA8
chr11-122853730-122854633;BSX
chr11-122754255-122755128;JHY
chr11-121523879-121524733;SORL1
chr11-119363794-119364670;RNU6-999P
chr11-119134153-119135059;CBL
chr11-119067241-119068144;CCDC153
chr11-118943179-118944095;HMBS
chr11-118943179-118944095;VPS11
chr11-118927960-118928809;HYOU1
chr11-118868266-118869003;RPS25
chr11-118868266-118869003;CENATAC
chr11-118689757-118690636;CXCR5
chr11-118620932-118621818;DDX6
chr11-118565571-118566471;DDX6
chr11-118435900-118436802;IFT46
chr11-118401005-118401904;IFT46
chr11-118401005-118401904;TMEM25
chr11-118359111-118360009;KMT2A
chr11-118305609-118306366;KMT2A
chr11-118229702-118230511;UBE4A
chr11-118128613-118129509;CD3E
chr11-118129827-118130427;CD3E
chr11-118128613-118129509;MPZL2
chr11-118129827-118130427;MPZL2
chr11-118041694-118042442;SCN2B
chr11-118042616-118043416;SCN2B
chr11-118015227-118015998;SCN4B
chr11-118016128-118016727;SCN4B
chr11-117856910-117857821;IL10RA
chr11-117849556-117850455;IL10RA
chr11-117843682-117844588;IL10RA
chr11-117841800-117842671;IL10RA
chr11-117198926-117199860;CEP164
chr11-117049800-117050620;SIDT2
chr11-116750157-116750984;SIK3
chr11-114131302-114132204;ZBTB16
chr11-112160894-112161748;PLET1
chr11-111944153-111945068;PIH1D2
chr11-111944153-111945068;NKAPD1
chr11-111550018-111550912;SIK2
chr11-110300657-110301590;FDX1
chr11-110072688-110073562;RDX
chr11-107799022-107799927;RAB39A
chr15-78910815-78911608;CHRNA5
chr15-78910815-78911608;CHRNA3
chr15-75335651-75336537;PPCDC
chr15-75198382-75199284;COX5A
chr15-75198382-75199284;FAM219B
chr15-75182283-75183143;MPI
chr15-75164470-75165399;SCAMP2
chr15-75072927-75073838;CSK
chr15-75069256-75070170;CSK
chr15-75060943-75061634;CSK
chr15-74614337-74615142;CCDC33
chr15-74302620-74303518;PML
chr15-74291189-74292082;PML
chr15-73996694-73997589;CD276
chr15-73996694-73997589;INSYN1
chr15-73991877-73992759;CD276
chr3-15708800-15709636;NPTN
chr15-72809060-72809960;ARIH1
chr15-72766159-72766752;ARIH1
chr15-72461708-72462621;GRAMD2A
chr15-70271206-70272090;TLE3
chr15-69766979-69767864;RPLP1
chr15-69744314-69745148;RPLP1
chr15-69692840-69693669;KIF23
chr15-69692840-69693669;PAQR5
chr15-67144381-67145253;SMAD6
chr15-66703316-66704222;MAP2K1
chr15-65822626-65823474;HACD3
chr15-65684731-65685646;IGDCC4
chr15-65610734-65611639;IGDCC3
chr15-65185013-65185901;ANKDD1A
chr15-65133323-65134146;PLEKHO2
chr15-65101136-65102034;PIF1
chr15-65067407-65068313;PIF1
chr15-65067407-65068313;RBPMS2
chr15-64753109-64753998;ZNF609
chr15-64387301-64388210;SNX1
chr15-64367546-64368414;SNX1
chr15-64367546-64368414;CIAO2A
chr15-63892519-63893424;HERC1
chr15-63892519-63893424;FBXL22
chr15-63480974-63481728;RAB8B
chr15-63414440-63415334;LACTB
chr15-63348154-63349054;TPM1
chr15-62164043-62164906;VPS13C
chr15-62165041-62165598;VPS13C
chr15-60800056-60800862;RORA
chr15-59783854-59784763;FAM81A
chr15-59543563-59544432;MYO1E
chr15-59180783-59181689;SLTM
chr15-58362890-58363639;ALDH1A2
chr15-57509733-57510620;TCF12
chr15-57421370-57422166;TCF12
chr15-57025294-57026172;ZNF280D
chr15-56537609-56538518;TEX9
chr15-52772097-52772986;MYO5A
chr15-52556668-52557444;MYO5A
chr15-52556668-52557444;MYO5C
chr15-52545869-52546745;MYO5C
chr15-52518658-52519539;MYO5C
chr15-52228774-52229631;LEO1
chr15-52105619-52106497;TMOD2
chr6-53679139-53680052;LRRC1
chr6-53582926-53583634;KLHL31
chr6-53412501-53413430;GCLC
chr6-53348529-53349384;GCLC
chr6-53306858-53307739;GCLC
chr3-143565784-143566663;RNU6-1249P
chr3-143565784-143566663;SLC9A9
chr3-143482435-143483320;SLC9A9
chr3-140950700-140951474;PXYLP1
chr3-138412837-138413737;PIK3CB
chr3-138417309-138418194;PIK3CB
chr3-138136768-138137640;MRAS
chr3-136818616-136819455;IL20RB
chr3-136819820-136820715;IL20RB
chr3-134211585-134212129;CEP63
chr3-134197422-134198313;ANAPC13
chr3-133573050-133573930;RAB6B
chr3-132445536-132446438;NPHP3
chr3-132316943-132317859;ACAD11
chr3-132316943-132317859;ACKR4
chr3-52287462-52288377;PPM1M
chr3-52264912-52265878;PPM1M
chr3-52264912-52265878;TWF2
chr3-52272943-52273805;TWF2
chr3-52253049-52253940;TLR9
chr3-52231248-52232158;ALAS1
chr3-52188794-52189476;POC1A
chr3-52178079-52178845;POC1A
chr3-52086664-52087437;DUSP7
chr3-52065335-52066135;DUSP7
chr3-52052720-52053505;RPL29
chr3-52001251-52002138;PCBP4
chr3-50627232-50628112;CISH
chr3-50623749-50624681;HEMK1
chr3-50604820-50605727;C3orf18
chr3-50571839-50572729;C3orf18
chr3-50374391-50375172;RASSF1
chr3-50364875-50365782;RASSF1
chr3-50364875-50365782;TUSC2
chr3-50359135-50360019;HYAL2
chr3-50336995-50337919;HYAL1
chr3-50336995-50337919;NAA80
chr3-50336995-50337919;HYAL3
chr3-50272673-50273560;GNAI2
chr3-50230034-50230960;SLC38A3
chr3-50230034-50230960;GNAT1
chr3-49712460-49713335;MST1
chr3-49712460-49713335;APEH
chr3-49711177-49711968;APEH
chr3-49448799-49449697;AMT
chr3-49448799-49449697;RHOA
chr3-49448799-49449697;TCTA
chr3-49377361-49378149;GPX1
chr3-49377361-49378149;USP4
chr3-49170910-49171786;LAMB2
chr3-49157902-49158764;LAMB2
chr3-49157902-49158764;USP19
chr3-48935312-48936201;SLC25A20
chr3-48919885-48920453;SLC25A20
chr3-48594809-48595765;PFKFB4
chr3-48514545-48515436;SHISA5
chr3-48507350-48508259;TREX1
chr3-48507350-48508259;ATRIP
chr3-48434329-48435088;FBXW12
chr3-48236014-48236830;CDC25A
chr3-47324000-47324810;KLHL18
chr3-47324000-47324810;KIF9
chr3-46964970-46965844;CCDC12
chr3-46934521-46935326;CCDC12
chr3-46934521-46935326;PTH1R
chr3-37060882-37061758;MLH1
chr3-33171477-33172334;CRTAP
chr3-33115154-33115827;TMPPE
chr3-33115154-33115827;GLB1
chr3-32551075-32552016;DYNC1LI1
chr3-32443207-32444106;CMTM7
chr3-32432641-32433550;CMTM7
chr3-31572880-31573703;STT3B
chr3-30810377-30811246;GADL1
chr3-30585921-30586778;TGFBR2
chr3-28376163-28377058;AZI2
chr3-28328292-28329203;AZI2
chr3-28328292-28329203;CMC1
chr3-28282942-28283859;CMC1
chr3-38438234-38439150;SLC22A14
chr3-38438234-38439150;XYLB
chr3-38521183-38522039;ACVR2B
chr3-38999687-39000598;SCN11A
chr3-39147809-39148637;WDR48
chr3-39147809-39148637;CX3CR1
chr3-39147809-39148637;GORASP1
chr3-39147809-39148637;TTC21A
chr3-39189526-39190415;CX3CR1
chr3-39189526-39190415;CSRNP1
chr3-39222325-39223157;CX3CR1
chr3-39222325-39223157;CSRNP1
chr3-39231061-39231911;CX3CR1
chr3-39231061-39231911;XIRP1
chr3-39234420-39235316;CX3CR1
chr3-39234420-39235316;XIRP1
chr3-39447562-39448462;SLC25A38
chr3-39447562-39448462;RPSAP58
chr3-39447562-39448462;RPSA
chr3-42066196-42066966;ULK4
chr3-42067104-42067894;ULK4
chr22-50459341-50460234;TRAK1
chr3-42486896-42487782;LYZL4
chr3-43326967-43327821;SNRK
chr3-43544014-43544894;ANO10
chr3-45553191-45553953;LARS2
chr3-45589822-45590534;LARS2
chr3-45724618-45725492;LIMD1
chr3-45730478-45731384;LIMD1
chr3-45730478-45731384;SACM1L
chr3-46129306-46129902;CCR1
chr3-46317931-46318850;CCR3
chr3-46395972-46396818;CCR2
chr19-7197762-7198618;INSR
chr19-7242666-7243514;INSR
chr19-7294028-7294908;INSR
chr19-7701525-7702399;STXBP2
chr19-7917476-7918400;EVI5L
chr19-7985397-7986294;MAP2K7
chr19-7985397-7986294;SNAPC2
chr13-111188949-111189844;COL4A2
chr13-111188949-111189844;RAB20
chr13-113862978-113863484;PCID2
chr13-113863597-113864206;PCID2
chr13-113862978-113863484;CUL4A
chr13-113863597-113864206;CUL4A
chr13-113950857-113951745;CUL4A
chr13-113950857-113951745;LAMP1
chr8-680674-681576;ERICH1
chr8-2101607-2102509;MYOM2
chr13-20174652-20175565;TPTE2
chr13-20174652-20175565;TPTE
chr13-20174652-20175565;SLC25A15
chr8-42284287-42285169;SLC20A2
chr8-42249275-42250136;SLC20A2
chr8-42249275-42250136;VDAC3
chr8-41685232-41686075;ANK1
chr8-41558798-41559630;ANK1
chr8-39891807-39892644;IDO2
chr8-38756683-38757527;PLEKHA2
chr8-38553617-38554507;TACC1
chr8-38268754-38269599;FGFR1
chr1-116680521-116681391;THAP1
chr8-37638963-37639866;PLPBP
chr8-37924252-37925154;EIF4EBP1
chr8-33424322-33425185;RNF122
chr16-1363184-1364090;FUT10
chr8-30015787-30016693;DCTN6
chr8-29208311-29209137;DUSP4
chr8-29197352-29198210;DUSP4
chr8-9007528-9008251;PPP1R3B
chr8-8860113-8861023;ERI1
chr8-8846157-8847072;ERI1
chr8-8520053-8520939;CLDN23
chr8-8244214-8245108;PRAG1
chr8-17941000-17941889;ASAH1
chr4-185396092-185396903;IRF2
chr4-185311058-185311981;IRF2
chr4-185304693-185305565;IRF2
chr4-185209150-185209982;ENPP6
chr4-185203565-185204456;ENPP6
chr4-184392715-184393630;CDKN2AIP
chr4-184364190-184365066;CDKN2AIP
chr4-174221972-174222843;GALNT7
chr4-169952312-169953189;CBR4
chr8-19416296-19417186;CSGALNACT1
chr8-19614075-19614928;CSGALNACT1
chr8-19637565-19638481;INTS10
chr19-19774144-19774979;ZNF433
chr19-19774144-19774979;ZNF700
chr19-19774144-19774979;ATP13A1
chr19-19728893-19729694;PBX4
chr19-19663368-19664292;PBX4
chr19-19515739-19516662;GATAD2A
chr19-19174747-19175640;SLC25A42
chr19-18940792-18941655;UPF1
chr19-18700537-18701341;REX1BD
chr19-18525834-18526621;SSBP4
chr19-18498740-18499587;LRRC25
chr19-18498740-18499587;GDF15
chr19-18450708-18451572;PGPEP1
chr19-18392177-18393088;LSM4
chr19-18392177-18393088;JUND
chr19-18365895-18366696;JUND
chr19-18365895-18366696;
chr19-18208079-18208973;IL12RB1
chr19-18002443-18003191;CCDC124
chr19-18002443-18003191;SLC5A5
chr19-17969695-17970600;SNORA68
chr19-17969695-17970600;RPL18A
chr19-17827496-17828366;MAP1S
chr19-17830528-17831446;MAP1S
chr19-17294040-17294761;HAUS8
chr19-17294040-17294761;MYO9B
chr19-17337007-17337915;OCEL1
chr19-17419523-17420408;DDA1
chr19-17448285-17449087;GTPBP3
chr19-17622117-17623028;SLC27A1
chr19-17622117-17623028;PGLS
chr19-17717113-17718021;COLGALT1
chr19-17717113-17718021;UNC13A
chr19-16368844-16369574;AP1M1
chr19-16369695-16370124;AP1M1
chr19-16374151-16374900;AP1M1
chr19-16435276-16436143;KLF2
chr19-16771292-16772196;SMIM7
chr22-35627142-35628009;HMGXB4
chr22-35694987-35695938;HMGXB4
chr22-35694987-35695938;TOM1
chr4-147096804-147097673;LSM6
chr4-141294058-141294964;CLGN
chr4-141294058-141294964;SCOC
chr19-14675851-14676569;NDUFB7
chr19-14675851-14676569;TECR
chr19-14674535-14675371;TECR
chr19-14591104-14591931;DNAJB1
chr19-14591104-14591931;GIPC1
chr19-14529043-14529946;DDX39A
chr19-14247223-14247988;ASF1B
chr19-14199941-14200838;PRKACA
chr19-14117494-14118397;RFX1
chr19-14063007-14063821;RFX1
chr19-14063007-14063821;DCAF15
chr19-14031650-14032464;CC2D1A
chr19-13905746-13906614;ZSWIM4
chr19-13215468-13216375;NFIX
chr19-13172137-13173027;NFIX
chr19-13147174-13147782;NFIX
chr19-13147892-13148394;NFIX
chr19-13093511-13094402;DAND5
chr19-13043969-13044858;FARSA
chr19-13029624-13030485;FARSA
chr19-13029624-13030485;SYCE2
chr19-12899710-12900637;JUNB
chr19-12847304-12848195;GET3
chr19-12832174-12833049;TRIR
chr19-12832174-12833049;TNPO2
chr19-12833577-12834359;TNPO2
chr19-12793334-12794222;DHPS
chr19-12777477-12778212;WDR83OS
chr19-12777477-12778212;MAN2B1
chrX-30635437-30636325;ZNF791
chr16-46864167-46865052;C16orf87
chr16-46864167-46865052;MYLK3
chr16-48365710-48366400;LONP2
chr16-48366514-48366830;LONP2
chr16-48365710-48366400;RNU6-1177P
chr16-48366514-48366830;RNU6-1177P
chr16-48537045-48537603;N4BP1
chr16-48561910-48562731;N4BP1
chr16-49441111-49442016;C16orf78
chr16-50245648-50246567;TENT4B
chr16-50259242-50260063;TENT4B
chr16-50680906-50681820;NKD1
chr16-50714286-50715167;NKD1
chr16-50714286-50715167;SNX20
chr16-50699476-50700375;SNX20
chr16-50747243-50748092;NOD2
chr16-53537419-53538309;AKTIP
chr16-56735393-56736292;NUP93
chr16-56916705-56917557;SLC12A3
chr16-56931581-56932491;SLC12A3
chr16-57462227-57463114;CIAPIN1
chr16-57519515-57520412;DOK4
chr16-57544000-57544918;CCDC102A
